Entity,Code,Year,Productivity: output per hour worked
Bulgaria,BGR,2015,24.152256
Bulgaria,BGR,2016,25.448772
Bulgaria,BGR,2017,25.392122
Bulgaria,BGR,2018,26.212673
Bulgaria,BGR,2019,26.554285
Cambodia,KHM,1993,1.4276047
Cambodia,KHM,1994,1.5565166
Cambodia,KHM,1995,1.6360574
Cambodia,KHM,1996,1.5068518
Cambodia,KHM,1997,1.4833804
Cambodia,KHM,1998,1.3490212
Cambodia,KHM,1999,1.3725711
Cambodia,KHM,2000,1.4149227
Cambodia,KHM,2001,1.3620656
Cambodia,KHM,2002,1.3941027
Cambodia,KHM,2003,1.4804914
Cambodia,KHM,2004,1.5548357
Cambodia,KHM,2005,1.7654465
Cambodia,KHM,2006,1.8179532
Cambodia,KHM,2007,1.9759583
Cambodia,KHM,2008,2.1253846
Cambodia,KHM,2009,1.9446102
Cambodia,KHM,2010,1.9493625
Cambodia,KHM,2011,2.0494177
Cambodia,KHM,2012,2.262898
Cambodia,KHM,2013,2.4935715
Cambodia,KHM,2014,2.528299
Cambodia,KHM,2015,2.7521517
Cambodia,KHM,2016,2.828313
Cambodia,KHM,2017,3.02265
Cambodia,KHM,2018,3.2637424
Cambodia,KHM,2019,3.4332101
Canada,CAN,1990,39.458393
Canada,CAN,1991,39.580822
Canada,CAN,1992,40.403233
Canada,CAN,1993,41.056454
Canada,CAN,1994,41.86076
Canada,CAN,1995,43.244484
Canada,CAN,1996,43.56252
Canada,CAN,1997,44.49898
Canada,CAN,1998,44.221897
Canada,CAN,1999,46.135338
Canada,CAN,2000,48.0997
Canada,CAN,2001,47.65457
Canada,CAN,2002,47.368656
Canada,CAN,2003,48.947586
Canada,CAN,2004,49.97147
Canada,CAN,2005,53.21647
Canada,CAN,2006,52.629272
Canada,CAN,2007,52.54481
Canada,CAN,2008,53.956257
Canada,CAN,2009,50.187183
Canada,CAN,2010,52.5742
Canada,CAN,2011,54.738247
Canada,CAN,2012,54.253727
Canada,CAN,2013,55.697662
Canada,CAN,2014,57.38791
Canada,CAN,2015,53.85795
Canada,CAN,2016,54.124077
Canada,CAN,2017,56.25572
Canada,CAN,2018,56.634796
Canada,CAN,2019,57.244343
Chile,CHL,1990,10.217053
Chile,CHL,1991,10.965407
Chile,CHL,1992,11.760703
Chile,CHL,1993,12.317478
Chile,CHL,1994,13.427241
Chile,CHL,1995,15.035986
Chile,CHL,1996,15.147533
Chile,CHL,1997,15.38203
Chile,CHL,1998,14.596497
Chile,CHL,1999,14.155196
Chile,CHL,2000,14.319135
Chile,CHL,2001,14.177331
Chile,CHL,2002,13.952596
Chile,CHL,2003,14.278694
Chile,CHL,2004,15.642367
Chile,CHL,2005,17.545631
Chile,CHL,2006,19.737719
Chile,CHL,2007,21.209396
Chile,CHL,2008,20.655039
Chile,CHL,2009,21.182268
Chile,CHL,2010,23.995832
Chile,CHL,2011,26.033329
Chile,CHL,2012,26.869024
Chile,CHL,2013,27.298716
Chile,CHL,2014,27.769316
Chile,CHL,2015,27.039087
Chile,CHL,2016,26.58352
Chile,CHL,2017,27.260792
Chile,CHL,2018,28.114603
Chile,CHL,2019,28.418756
China,CHN,1990,2.189328
China,CHN,1991,2.25109
China,CHN,1992,2.432315
China,CHN,1993,2.6291595
China,CHN,1994,2.7920673
China,CHN,1995,3.0420306
China,CHN,1996,3.2180831
China,CHN,1997,3.2628345
China,CHN,1998,3.2003472
China,CHN,1999,3.320289
China,CHN,2000,3.524101
China,CHN,2001,3.775427
China,CHN,2002,4.0724883
China,CHN,2003,4.3798833
China,CHN,2004,4.7892036
China,CHN,2005,5.240103
China,CHN,2006,5.70952
China,CHN,2007,6.339555
China,CHN,2008,6.7905946
China,CHN,2009,7.314836
China,CHN,2010,8.160233
China,CHN,2011,8.755135
China,CHN,2012,9.246322
China,CHN,2013,9.604797
China,CHN,2014,10.032687
China,CHN,2015,10.392884
China,CHN,2016,10.742945
China,CHN,2017,11.3577385
China,CHN,2018,11.380233
China,CHN,2019,11.692401
Colombia,COL,1990,12.202242
Colombia,COL,1991,11.571942
Colombia,COL,1992,12.032496
Colombia,COL,1993,12.007203
Colombia,COL,1994,12.118897
Colombia,COL,1995,12.136691
Colombia,COL,1996,12.026752
Colombia,COL,1997,12.097997
Colombia,COL,1998,11.842075
Colombia,COL,1999,11.3847885
Colombia,COL,2000,11.04398
Colombia,COL,2001,11.027083
Colombia,COL,2002,10.495688
Colombia,COL,2003,10.553985
Colombia,COL,2004,10.728965
Colombia,COL,2005,10.961963
Colombia,COL,2006,11.455455
Colombia,COL,2007,11.84688
Colombia,COL,2008,12.6653185
Colombia,COL,2009,12.9909935
Colombia,COL,2010,13.992607
Colombia,COL,2011,15.261172
Colombia,COL,2012,15.648261
Colombia,COL,2013,15.742564
Colombia,COL,2014,16.171175
Colombia,COL,2015,15.556253
Colombia,COL,2016,15.507443
Colombia,COL,2017,15.632915
Colombia,COL,2018,16.24981
Colombia,COL,2019,16.958618
Costa Rica,CRI,1990,10.407295
Costa Rica,CRI,1991,10.783928
Costa Rica,CRI,1992,10.975786
Costa Rica,CRI,1993,11.425903
Costa Rica,CRI,1994,11.457872
Costa Rica,CRI,1995,11.751092
Costa Rica,CRI,1996,11.078427
Costa Rica,CRI,1997,11.226522
Costa Rica,CRI,1998,11.975157
Costa Rica,CRI,1999,11.688505
Costa Rica,CRI,2000,11.7755375
Costa Rica,CRI,2001,12.216593
Costa Rica,CRI,2002,11.855461
Costa Rica,CRI,2003,11.971055
Costa Rica,CRI,2004,12.049881
Costa Rica,CRI,2005,12.674956
Costa Rica,CRI,2006,12.448823
Costa Rica,CRI,2007,12.474863
Costa Rica,CRI,2008,12.858949
Costa Rica,CRI,2009,13.92298
Costa Rica,CRI,2010,14.393219
Costa Rica,CRI,2011,14.72274
Costa Rica,CRI,2012,16.007177
Costa Rica,CRI,2013,15.922192
Costa Rica,CRI,2014,16.74481
Costa Rica,CRI,2015,17.4247
Costa Rica,CRI,2016,17.779793
Costa Rica,CRI,2017,18.72804
Costa Rica,CRI,2018,19.487766
Costa Rica,CRI,2019,20.024153
Croatia,HRV,1995,14.890187
Croatia,HRV,1996,15.311452
Croatia,HRV,1997,16.620672
Croatia,HRV,1998,17.223452
Croatia,HRV,1999,17.612299
Croatia,HRV,2000,18.520042
Croatia,HRV,2001,19.14866
Croatia,HRV,2002,20.48642
Croatia,HRV,2003,21.303438
Croatia,HRV,2004,21.742834
Croatia,HRV,2005,23.412586
Croatia,HRV,2006,24.864307
Croatia,HRV,2007,26.065681
Croatia,HRV,2008,27.103188
Croatia,HRV,2009,26.007278
Croatia,HRV,2010,26.562008
Croatia,HRV,2011,28.587975
Croatia,HRV,2012,29.960676
Croatia,HRV,2013,29.518702
Croatia,HRV,2014,28.81806
Croatia,HRV,2015,30.722673
Croatia,HRV,2016,31.301752
Croatia,HRV,2017,33.157127
Croatia,HRV,2018,32.155815
Croatia,HRV,2019,32.262863
Cyprus,CYP,1995,31.736198
Cyprus,CYP,1996,31.336063
Cyprus,CYP,1997,32.127403
Cyprus,CYP,1998,31.289942
Cyprus,CYP,1999,32.990593
Cyprus,CYP,2000,37.073933
Cyprus,CYP,2001,36.84264
Cyprus,CYP,2002,35.53141
Cyprus,CYP,2003,32.61625
Cyprus,CYP,2004,32.660805
Cyprus,CYP,2005,37.081375
Cyprus,CYP,2006,37.981335
Cyprus,CYP,2007,38.346024
Cyprus,CYP,2008,39.743683
Cyprus,CYP,2009,40.4957
Cyprus,CYP,2010,41.430702
Cyprus,CYP,2011,41.143955
Cyprus,CYP,2012,43.860336
Cyprus,CYP,2013,42.46294
Cyprus,CYP,2014,40.367233
Cyprus,CYP,2015,41.750725
Cyprus,CYP,2016,43.303314
Cyprus,CYP,2017,42.592216
Cyprus,CYP,2018,41.64566
Cyprus,CYP,2019,42.394142
Czechia,CZE,1993,22.713095
Czechia,CZE,1994,23.92454
Czechia,CZE,1995,24.41806
Czechia,CZE,1996,25.458124
Czechia,CZE,1997,24.658945
Czechia,CZE,1998,23.894592
Czechia,CZE,1999,24.11468
Czechia,CZE,2000,24.99341
Czechia,CZE,2001,27.296064
Czechia,CZE,2002,26.66842
Czechia,CZE,2003,28.30444
Czechia,CZE,2004,28.998938
Czechia,CZE,2005,30.995367
Czechia,CZE,2006,31.548971
Czechia,CZE,2007,33.9257
Czechia,CZE,2008,34.9061
Czechia,CZE,2009,34.344757
Czechia,CZE,2010,34.754707
Czechia,CZE,2011,35.788155
Czechia,CZE,2012,36.074688
Czechia,CZE,2013,35.771816
Czechia,CZE,2014,36.94107
Czechia,CZE,2015,37.861492
Czechia,CZE,2016,37.674496
Czechia,CZE,2017,39.42305
Czechia,CZE,2018,40.233643
Czechia,CZE,2019,40.932842
Denmark,DNK,1990,37.689945
Denmark,DNK,1991,38.28121
Denmark,DNK,1992,39.69486
Denmark,DNK,1993,40.130573
Denmark,DNK,1994,42.327744
Denmark,DNK,1995,43.13151
Denmark,DNK,1996,44.58613
Denmark,DNK,1997,45.786285
Denmark,DNK,1998,46.091236
Denmark,DNK,1999,47.36426
Denmark,DNK,2000,49.45022
Denmark,DNK,2001,48.86709
Denmark,DNK,2002,48.93154
Denmark,DNK,2003,50.505646
Denmark,DNK,2004,53.430977
Denmark,DNK,2005,57.733273
Denmark,DNK,2006,58.512756
Denmark,DNK,2007,59.79641
Denmark,DNK,2008,62.95679
Denmark,DNK,2009,62.821857
Denmark,DNK,2010,68.3601
Denmark,DNK,2011,69.12133
Denmark,DNK,2012,69.71549
Denmark,DNK,2013,68.29498
Denmark,DNK,2014,68.46331
Denmark,DNK,2015,67.80658
Denmark,DNK,2016,69.00419
Denmark,DNK,2017,72.54114
Denmark,DNK,2018,73.471725
Denmark,DNK,2019,76.00354
Dominican Republic,DOM,1990,7.970508
Dominican Republic,DOM,1991,7.6652966
Dominican Republic,DOM,1992,8.44671
Dominican Republic,DOM,1993,8.843941
Dominican Republic,DOM,1994,9.257128
Dominican Republic,DOM,1995,9.373549
Dominican Republic,DOM,1996,9.752136
Dominican Republic,DOM,1997,10.190414
Dominican Republic,DOM,1998,10.275898
Dominican Republic,DOM,1999,10.516266
Dominican Republic,DOM,2000,10.741322
Dominican Republic,DOM,2001,12.159381
Dominican Republic,DOM,2002,11.998438
Dominican Republic,DOM,2003,11.167237
Dominican Republic,DOM,2004,11.204515
Dominican Republic,DOM,2005,12.313813
Dominican Republic,DOM,2006,13.39217
Dominican Republic,DOM,2007,14.156733
Dominican Republic,DOM,2008,13.8189745
Dominican Republic,DOM,2009,14.579355
Dominican Republic,DOM,2010,15.407397
Dominican Republic,DOM,2011,15.218588
Dominican Republic,DOM,2012,15.260428
Dominican Republic,DOM,2013,15.17758
Dominican Republic,DOM,2014,14.930788
Dominican Republic,DOM,2015,15.97378
Dominican Republic,DOM,2016,16.787802
Dominican Republic,DOM,2017,16.889729
Dominican Republic,DOM,2018,17.066357
Dominican Republic,DOM,2019,17.53021
Ecuador,ECU,1995,8.462219
Ecuador,ECU,1996,8.222675
Ecuador,ECU,1997,8.293992
Ecuador,ECU,1998,8.085482
Ecuador,ECU,1999,8.654562
Ecuador,ECU,2000,8.451831
Ecuador,ECU,2001,8.54152
Ecuador,ECU,2002,9.023662
Ecuador,ECU,2003,9.242497
Ecuador,ECU,2004,9.732682
Ecuador,ECU,2005,10.5780945
Ecuador,ECU,2006,11.242552
Ecuador,ECU,2007,11.746122
Ecuador,ECU,2008,12.561716
Ecuador,ECU,2009,12.076946
Ecuador,ECU,2010,12.846698
Ecuador,ECU,2011,13.907233
Ecuador,ECU,2012,14.7645445
Ecuador,ECU,2013,15.656399
Ecuador,ECU,2014,15.775506
Ecuador,ECU,2015,14.822678
Ecuador,ECU,2016,14.931975
Ecuador,ECU,2017,15.323919
Ecuador,ECU,2018,15.304225
Ecuador,ECU,2019,15.255215
Estonia,EST,1995,12.301138
Estonia,EST,1996,13.50568
Estonia,EST,1997,13.651728
Estonia,EST,1998,13.645548
Estonia,EST,1999,14.061493
Estonia,EST,2000,15.343206
Estonia,EST,2001,16.098131
Estonia,EST,2002,17.122402
Estonia,EST,2003,17.849754
Estonia,EST,2004,18.683674
Estonia,EST,2005,21.846905
Estonia,EST,2006,22.57687
Estonia,EST,2007,25.209894
Estonia,EST,2008,26.09065
Estonia,EST,2009,27.819883
Estonia,EST,2010,30.204777
Estonia,EST,2011,30.91355
Estonia,EST,2012,32.658714
Estonia,EST,2013,32.855225
Estonia,EST,2014,33.371788
Estonia,EST,2015,31.78334
Estonia,EST,2016,32.530643
Estonia,EST,2017,33.487995
Estonia,EST,2018,35.467113
Estonia,EST,2019,37.103794
Finland,FIN,1990,32.17027
Finland,FIN,1991,31.542807
Finland,FIN,1992,32.590652
Finland,FIN,1993,34.485252
Finland,FIN,1994,36.920357
Finland,FIN,1995,40.329865
Finland,FIN,1996,39.653557
Finland,FIN,1997,41.89941
Finland,FIN,1998,44.723362
Finland,FIN,1999,46.023457
Finland,FIN,2000,47.46425
Finland,FIN,2001,47.483337
Finland,FIN,2002,46.907173
Finland,FIN,2003,47.85348
Finland,FIN,2004,49.805534
Finland,FIN,2005,52.73542
Finland,FIN,2006,53.03463
Finland,FIN,2007,56.579884
Finland,FIN,2008,57.646393
Finland,FIN,2009,54.963795
Finland,FIN,2010,57.055943
Finland,FIN,2011,57.478252
Finland,FIN,2012,56.84866
Finland,FIN,2013,55.0958
Finland,FIN,2014,55.271935
Finland,FIN,2015,56.280693
Finland,FIN,2016,57.455666
Finland,FIN,2017,58.88464
Finland,FIN,2018,58.10097
Finland,FIN,2019,58.440796
France,FRA,1990,40.628033
France,FRA,1991,40.906864
France,FRA,1992,42.00623
France,FRA,1993,42.577908
France,FRA,1994,43.298325
France,FRA,1995,44.417713
France,FRA,1996,45.24303
France,FRA,1997,47.492073
France,FRA,1998,49.58453
France,FRA,1999,50.931835
France,FRA,2000,53.307465
France,FRA,2001,54.71325
France,FRA,2002,55.974445
France,FRA,2003,54.45298
France,FRA,2004,54.626713
France,FRA,2005,58.805424
France,FRA,2006,60.341972
France,FRA,2007,61.384407
France,FRA,2008,61.362904
France,FRA,2009,60.533497
France,FRA,2010,62.623447
France,FRA,2011,63.61985
France,FRA,2012,64.426056
France,FRA,2013,64.4049
France,FRA,2014,64.65075
France,FRA,2015,65.6156
France,FRA,2016,65.87519
France,FRA,2017,68.37434
France,FRA,2018,68.86071
France,FRA,2019,68.63126
Germany,DEU,1990,35.48058
Germany,DEU,1991,39.042515
Germany,DEU,1992,40.763165
Germany,DEU,1993,42.447567
Germany,DEU,1994,44.128757
Germany,DEU,1995,45.659077
Germany,DEU,1996,46.71666
Germany,DEU,1997,48.596165
Germany,DEU,1998,49.783123
Germany,DEU,1999,51.45359
Germany,DEU,2000,52.285507
Germany,DEU,2001,53.48152
Germany,DEU,2002,53.929928
Germany,DEU,2003,56.040497
Germany,DEU,2004,57.46974
Germany,DEU,2005,60.835007
Germany,DEU,2006,60.941315
Germany,DEU,2007,63.31257
Germany,DEU,2008,64.230896
Germany,DEU,2009,61.58084
Germany,DEU,2010,63.392994
Germany,DEU,2011,65.64055
Germany,DEU,2012,65.28418
Germany,DEU,2013,65.47312
Germany,DEU,2014,67.03571
Germany,DEU,2015,65.975876
Germany,DEU,2016,67.61837
Germany,DEU,2017,69.84848
Germany,DEU,2018,69.22487
Germany,DEU,2019,68.8512
Greece,GRC,1990,21.163189
Greece,GRC,1991,22.957603
Greece,GRC,1992,22.959055
Greece,GRC,1993,23.204052
Greece,GRC,1994,23.899431
Greece,GRC,1995,24.422226
Greece,GRC,1996,25.27915
Greece,GRC,1997,27.682163
Greece,GRC,1998,28.066174
Greece,GRC,1999,28.65987
Greece,GRC,2000,29.945686
Greece,GRC,2001,31.08533
Greece,GRC,2002,31.685326
Greece,GRC,2003,31.434181
Greece,GRC,2004,32.293423
Greece,GRC,2005,31.981937
Greece,GRC,2006,34.261112
Greece,GRC,2007,34.34362
Greece,GRC,2008,35.341404
Greece,GRC,2009,35.15161
Greece,GRC,2010,34.640182
Greece,GRC,2011,33.544884
Greece,GRC,2012,33.95745
Greece,GRC,2013,34.727486
Greece,GRC,2014,34.524815
Greece,GRC,2015,34.289143
Greece,GRC,2016,33.34414
Greece,GRC,2017,33.359955
Greece,GRC,2018,32.902008
Greece,GRC,2019,33.032787
Hong Kong,HKG,1990,30.08892
Hong Kong,HKG,1991,31.044765
Hong Kong,HKG,1992,35.249393
Hong Kong,HKG,1993,36.32831
Hong Kong,HKG,1994,36.923283
Hong Kong,HKG,1995,38.503506
Hong Kong,HKG,1996,38.27425
Hong Kong,HKG,1997,38.6659
Hong Kong,HKG,1998,36.353676
Hong Kong,HKG,1999,36.439953
Hong Kong,HKG,2000,39.117367
Hong Kong,HKG,2001,40.923954
Hong Kong,HKG,2002,42.99499
Hong Kong,HKG,2003,44.95894
Hong Kong,HKG,2004,50.00593
Hong Kong,HKG,2005,52.222424
Hong Kong,HKG,2006,48.138252
Hong Kong,HKG,2007,49.574165
Hong Kong,HKG,2008,48.996628
Hong Kong,HKG,2009,44.87837
Hong Kong,HKG,2010,47.956963
Hong Kong,HKG,2011,51.55522
Hong Kong,HKG,2012,53.542377
Hong Kong,HKG,2013,58.722065
Hong Kong,HKG,2014,52.201286
Hong Kong,HKG,2015,44.90758
Hong Kong,HKG,2016,44.55309
Hong Kong,HKG,2017,44.372982
Hong Kong,HKG,2018,49.2496
Hong Kong,HKG,2019,49.118412
Hungary,HUN,1990,15.225895
Hungary,HUN,1991,14.861748
Hungary,HUN,1992,16.638283
Hungary,HUN,1993,18.909113
Hungary,HUN,1994,19.135939
Hungary,HUN,1995,19.703987
Hungary,HUN,1996,20.291533
Hungary,HUN,1997,19.881853
Hungary,HUN,1998,19.863832
Hungary,HUN,1999,19.768736
Hungary,HUN,2000,21.24833
Hungary,HUN,2001,22.846094
Hungary,HUN,2002,24.288334
Hungary,HUN,2003,25.020475
Hungary,HUN,2004,24.977934
Hungary,HUN,2005,28.270016
Hungary,HUN,2006,28.380608
Hungary,HUN,2007,29.219303
Hungary,HUN,2008,32.15439
Hungary,HUN,2009,32.217777
Hungary,HUN,2010,34.13525
Hungary,HUN,2011,35.106853
Hungary,HUN,2012,34.620945
Hungary,HUN,2013,34.357777
Hungary,HUN,2014,33.291115
Hungary,HUN,2015,33.037334
Hungary,HUN,2016,31.614153
Hungary,HUN,2017,33.0558
Hungary,HUN,2018,33.815914
Hungary,HUN,2019,34.83344
Iceland,ISL,1990,37.674282
Iceland,ISL,1991,38.367603
Iceland,ISL,1992,36.88827
Iceland,ISL,1993,37.167595
Iceland,ISL,1994,38.65729
Iceland,ISL,1995,37.698425
Iceland,ISL,1996,38.019096
Iceland,ISL,1997,41.168324
Iceland,ISL,1998,41.894547
Iceland,ISL,1999,43.916428
Iceland,ISL,2000,41.566692
Iceland,ISL,2001,42.906994
Iceland,ISL,2002,44.33425
Iceland,ISL,2003,45.291386
Iceland,ISL,2004,47.687218
Iceland,ISL,2005,50.887196
Iceland,ISL,2006,47.754246
Iceland,ISL,2007,49.233704
Iceland,ISL,2008,62.21874
Iceland,ISL,2009,60.839947
Iceland,ISL,2010,56.17161
Iceland,ISL,2011,56.308052
Iceland,ISL,2012,57.967678
Iceland,ISL,2013,56.47683
Iceland,ISL,2014,56.82377
Iceland,ISL,2015,58.148865
Iceland,ISL,2016,58.311256
Iceland,ISL,2017,59.125015
Iceland,ISL,2018,60.209545
Iceland,ISL,2019,64.24422
India,IND,1990,1.7396741
India,IND,1991,1.7505404
India,IND,1992,1.8028334
India,IND,1993,1.8518116
India,IND,1994,1.9338377
India,IND,1995,2.0703006
India,IND,1996,2.2112768
India,IND,1997,2.286061
India,IND,1998,2.450466
India,IND,1999,2.5882545
India,IND,2000,2.6448793
India,IND,2001,2.7175374
India,IND,2002,2.7897158
India,IND,2003,2.9582071
India,IND,2004,3.1424246
India,IND,2005,3.5561693
India,IND,2006,3.982323
India,IND,2007,4.450151
India,IND,2008,4.6965976
India,IND,2009,4.9839163
India,IND,2010,5.6992044
India,IND,2011,6.130244
India,IND,2012,6.6602244
India,IND,2013,6.5481606
India,IND,2014,6.832327
India,IND,2015,7.217728
India,IND,2016,7.6099877
India,IND,2017,8.009788
India,IND,2018,8.536673
India,IND,2019,8.680879
Indonesia,IDN,1990,4.448761
Indonesia,IDN,1991,4.7533717
Indonesia,IDN,1992,5.0228434
Indonesia,IDN,1993,5.3013487
Indonesia,IDN,1994,5.382208
Indonesia,IDN,1995,5.7512407
Indonesia,IDN,1996,6.1446958
Indonesia,IDN,1997,6.1283298
Indonesia,IDN,1998,4.7448893
Indonesia,IDN,1999,4.656925
Indonesia,IDN,2000,4.382114
Indonesia,IDN,2001,4.385334
Indonesia,IDN,2002,4.4666085
Indonesia,IDN,2003,4.4112577
Indonesia,IDN,2004,4.7213187
